customer_id,first_name,last_name,email,age,gender,city,state,country,favorite_nba_team,favorite_players,wnba_team_interest,merch_purchased,total_spent_usd,purchase_frequency,game_attendance,tv_viewing_hours,social_media_engagement,sports_news_engagement,recommendation_score
error: undefined method `first' for nil:NilClass,Greg,Felmingham,gfelmingham6p@foxnews.com,79,M,Syracuse,NY,United States,Denver Nuggets,James Harden,Minnesota Lynx,backpacks,Dollar,0,5,8.6,86,63,0.8
error: undefined method `first' for nil:NilClass,Norry,Cristofvao,ncristofvao6q@dmoz.org,34,M,Irvine,CA,United States,Miami Heat,Anthony Davis,Seattle Storm,jerseys,Dollar,1,7,8.6,65,69,0.8
error: undefined method `first' for nil:NilClass,Merrie,McCalum,mmccalum6r@statcounter.com,61,F,Baton Rouge,LA,United States,Golden State Warriors,Julius Randle,,sweatshirts,Dollar,2,6,5.3,37,52,0.49
error: undefined method `first' for nil:NilClass,Zed,Aslum,zaslum6s@weibo.com,58,M,Daytona Beach,FL,United States,Golden State Warriors,Joel Embiid,New York Liberty,water bottles,Dollar,4,7,6.9,77,71,0.52
error: undefined method `first' for nil:NilClass,Myriam,Andrei,mandrei6t@ox.ac.uk,65,F,Huntington,WV,United States,Dallas Mavericks,Stephen Curry,,socks,Dollar,3,8,10.9,73,65,0.65
error: undefined method `first' for nil:NilClass,Marris,Terne,mterne6u@netscape.com,35,F,Amarillo,TX,United States,Philadelphia 76ers,De'Aaron Fox,,socks,Dollar,3,5,11.1,52,71,0.68
error: undefined method `first' for nil:NilClass,Tansy,Huyche,thuyche6v@mayoclinic.com,51,F,Bethesda,MD,United States,Miami Heat,Tobias Harris,,jerseys,Dollar,1,3,6.3,36,65,0.8
error: undefined method `first' for nil:NilClass,Aloisia,Cuttell,acuttell6w@biglobe.ne.jp,33,F,Aiken,SC,United States,Chicago Bulls,Bradley Beal,Minnesota Lynx,socks,Dollar,1,7,5.9,47,51,0.54
error: undefined method `first' for nil:NilClass,Andonis,Dufaire,adufaire6x@cbslocal.com,69,M,Washington,DC,United States,Golden State Warriors,Donovan Mitchell,Seattle Storm,jerseys,Dollar,0,1,7.4,58,79,0.67
error: undefined method `first' for nil:NilClass,Archy,Shanahan,ashanahan6y@sogou.com,78,M,Van Nuys,CA,United States,Houston Rockets,James Harden,Phoenix Mercury,sweatshirts,Dollar,0,0,7.6,86,53,0.58
error: undefined method `first' for nil:NilClass,Betti,Lintill,blintill6z@businesswire.com,20,F,Birmingham,AL,United States,Los Angeles Lakers,Ja Morant,Phoenix Mercury,keychains,Dollar,2,6,9.9,67,50,0.37
error: undefined method `first' for nil:NilClass,Franzen,Jakoviljevic,fjakoviljevic70@sun.com,38,M,Houston,TX,United States,Miami Heat,LeBron James,New York Liberty,sweatshirts,Dollar,5,7,10.7,33,80,0.74
error: undefined method `first' for nil:NilClass,Carleton,Colthurst,ccolthurst71@ocn.ne.jp,57,M,Aurora,CO,United States,Philadelphia 76ers,Zion Williamson,Seattle Storm,backpacks,Dollar,2,2,7.8,85,62,0.71
error: undefined method `first' for nil:NilClass,Rowen,Elleray,relleray72@nifty.com,75,M,Oklahoma City,OK,United States,Boston Celtics,Kyrie Irving,Chicago Sky,hats,Dollar,6,6,9.6,41,75,0.79
error: undefined method `first' for nil:NilClass,Marleah,Curedale,mcuredale73@mit.edu,42,F,Oklahoma City,OK,United States,Toronto Raptors,Russell Westbrook,Los Angeles Sparks,jerseys,Dollar,5,4,4.7,52,78,0.75
error: undefined method `first' for nil:NilClass,Malina,Boniface,mboniface74@bbb.org,42,F,Newport Beach,CA,United States,Denver Nuggets,Damian Lillard,Seattle Storm,backpacks,Dollar,2,4,12.0,81,65,0.42
error: undefined method `first' for nil:NilClass,Sebastien,Rosen,srosen75@geocities.com,69,M,Las Vegas,NV,United States,Toronto Raptors,Anthony Davis,Phoenix Mercury,backpacks,Dollar,3,0,10.7,46,73,0.52
error: undefined method `first' for nil:NilClass,Derril,Eby,deby76@gnu.org,25,M,Philadelphia,PA,United States,Chicago Bulls,Chris Paul,Los Angeles Sparks,hats,Dollar,0,2,6.8,87,41,0.31
error: undefined method `first' for nil:NilClass,Alyda,Pople,apople77@marketwatch.com,42,F,Madison,WI,United States,Los Angeles Lakers,Shai Gilgeous-Alexander,Minnesota Lynx,jerseys,Dollar,6,7,10.3,32,67,0.7
error: undefined method `first' for nil:NilClass,Wheeler,Foulsham,wfoulsham78@angelfire.com,46,M,Saint Louis,MO,United States,Boston Celtics,Bradley Beal,Washington Mystics,jerseys,Dollar,3,4,5.0,33,47,0.46
error: undefined method `first' for nil:NilClass,Brewster,Grigorey,bgrigorey79@umich.edu,50,M,Tulsa,OK,United States,Miami Heat,Kyle Lowry,,water bottles,Dollar,0,2,9.8,85,77,0.5
error: undefined method `first' for nil:NilClass,Reid,Pol,rpol7a@about.com,40,M,Charlotte,NC,United States,Chicago Bulls,Dejounte Murray,Minnesota Lynx,keychains,Dollar,2,0,9.9,48,62,0.59
error: undefined method `first' for nil:NilClass,Patrick,Karoly,pkaroly7b@yolasite.com,77,M,Cleveland,OH,United States,Chicago Bulls,Kristaps Porzingis,Dallas Wings,backpacks,Dollar,3,5,7.0,55,51,0.82
error: undefined method `first' for nil:NilClass,Latia,Leither,lleither7c@timesonline.co.uk,70,F,Memphis,TN,United States,Toronto Raptors,Brandon Ingram,,jerseys,Dollar,4,0,4.8,54,58,0.59
error: undefined method `first' for nil:NilClass,Violante,Argabrite,vargabrite7d@cnet.com,19,F,Tulsa,OK,United States,Denver Nuggets,Kristaps Porzingis,,blankets,Dollar,1,4,8.8,62,41,0.52
error: undefined method `first' for nil:NilClass,Christopher,Lamberts,clamberts7e@cmu.edu,79,M,Sacramento,CA,United States,Miami Heat,LeBron James,Las Vegas Aces,posters,Dollar,0,6,4.7,54,75,0.44
error: undefined method `first' for nil:NilClass,Paola,Schustl,pschustl7f@blinklist.com,51,F,Lehigh Acres,FL,United States,Houston Rockets,Devin Booker,,keychains,Dollar,5,0,9.9,43,72,0.6
error: undefined method `first' for nil:NilClass,Thebault,Dominicacci,tdominicacci7g@multiply.com,36,M,Austin,TX,United States,Los Angeles Lakers,Zach LaVine,Atlanta Dream,phone cases,Dollar,5,8,7.8,76,50,0.57
error: undefined method `first' for nil:NilClass,Garreth,Pygott,gpygott7h@ted.com,61,M,Temple,TX,United States,Golden State Warriors,Jamal Murray,,posters,Dollar,1,2,7.9,33,51,0.62
error: undefined method `first' for nil:NilClass,Bert,Ullock,bullock7i@deliciousdays.com,33,F,Tyler,TX,United States,Miami Heat,Jaylen Brown,,backpacks,Dollar,2,0,4.6,39,80,0.59
error: undefined method `first' for nil:NilClass,Edin,McNeilley,emcneilley7j@spiegel.de,78,F,Hartford,CT,United States,Golden State Warriors,DeMar DeRozan,Dallas Wings,socks,Dollar,0,6,7.7,38,78,0.8
error: undefined method `first' for nil:NilClass,Beverlee,Packwood,bpackwood7k@senate.gov,69,F,Orlando,FL,United States,Philadelphia 76ers,Domantas Sabonis,Chicago Sky,hats,Dollar,1,1,8.6,78,79,0.77
error: undefined method `first' for nil:NilClass,Eldredge,Welbourn,ewelbourn7l@reverbnation.com,40,M,Houston,TX,United States,Miami Heat,Dejounte Murray,,sweatshirts,Dollar,2,0,6.9,69,55,0.45
error: undefined method `first' for nil:NilClass,Atalanta,Growcott,agrowcott7m@list-manage.com,49,F,Birmingham,AL,United States,Chicago Bulls,Julius Randle,Los Angeles Sparks,socks,Dollar,5,5,9.8,40,73,0.79
error: undefined method `first' for nil:NilClass,Corie,Sewley,csewley7n@columbia.edu,70,F,New York City,NY,United States,Boston Celtics,Jayson Tatum,Washington Mystics,phone cases,Dollar,0,5,9.6,76,54,0.46
error: undefined method `first' for nil:NilClass,Boycie,Rule,brule7o@hc360.com,70,M,Long Beach,CA,United States,Dallas Mavericks,Anthony Davis,Las Vegas Aces,sweatshirts,Dollar,5,8,6.2,46,79,0.72
error: undefined method `first' for nil:NilClass,Laurence,Colyer,lcolyer7p@nhs.uk,58,M,Brockton,MA,United States,Philadelphia 76ers,Kyle Lowry,Washington Mystics,backpacks,Dollar,1,6,7.6,71,50,0.45
error: undefined method `first' for nil:NilClass,Zorine,Dugmore,zdugmore7q@senate.gov,25,F,Young America,MN,United States,Golden State Warriors,Jamal Murray,New York Liberty,backpacks,Dollar,1,4,11.2,36,40,0.46
error: undefined method `first' for nil:NilClass,Ralina,Kitt,rkitt7r@posterous.com,43,F,Burbank,CA,United States,Denver Nuggets,Myles Turner,,backpacks,Dollar,1,6,11.9,37,64,0.49
error: undefined method `first' for nil:NilClass,Mimi,Allaker,mallaker7s@de.vu,39,F,Washington,DC,United States,Philadelphia 76ers,Klay Thompson,Phoenix Mercury,keychains,Dollar,0,0,8.6,46,72,0.49
error: undefined method `first' for nil:NilClass,Valida,Somerville,vsomerville7t@51.la,41,F,Los Angeles,CA,United States,Dallas Mavericks,Kyrie Irving,,blankets,Dollar,1,8,9.5,86,79,0.82
error: undefined method `first' for nil:NilClass,Amity,Pavlov,apavlov7u@vimeo.com,20,F,Woburn,MA,United States,Miami Heat,Bam Adebayo,Washington Mystics,sweatshirts,Dollar,6,4,8.1,65,55,0.53
error: undefined method `first' for nil:NilClass,Kessiah,Franceschi,kfranceschi7v@hao123.com,52,F,Nashville,TN,United States,Toronto Raptors,D'Angelo Russell,Dallas Wings,keychains,Dollar,5,1,7.4,74,69,0.8
error: undefined method `first' for nil:NilClass,Tamra,Perelli,tperelli7w@phpbb.com,79,F,Phoenix,AZ,United States,Golden State Warriors,Devin Booker,Washington Mystics,socks,Dollar,3,7,10.5,60,53,0.35
error: undefined method `first' for nil:NilClass,Gallagher,Brunini,gbrunini7x@ucla.edu,38,M,Fort Worth,TX,United States,Denver Nuggets,Domantas Sabonis,Seattle Storm,backpacks,Dollar,1,3,7.5,34,57,0.63
error: undefined method `first' for nil:NilClass,Arne,Kmieciak,akmieciak7y@hostgator.com,27,M,Atlanta,GA,United States,Golden State Warriors,Rudy Gobert,Chicago Sky,sweatshirts,Dollar,5,0,8.3,59,77,0.61
error: undefined method `first' for nil:NilClass,Carlyn,Do,cdo7z@51.la,46,F,Houston,TX,United States,Golden State Warriors,Fred VanVleet,Phoenix Mercury,phone cases,Dollar,5,7,5.3,82,48,0.65
error: undefined method `first' for nil:NilClass,Luis,Pitkethly,lpitkethly80@elegantthemes.com,58,M,Cincinnati,OH,United States,Toronto Raptors,Stephen Curry,Minnesota Lynx,jerseys,Dollar,0,3,5.0,59,80,0.39
error: undefined method `first' for nil:NilClass,Kamila,Carillo,kcarillo81@clickbank.net,66,F,Nashville,TN,United States,Philadelphia 76ers,Jaylen Brown,,jerseys,Dollar,4,3,8.4,81,41,0.75
error: undefined method `first' for nil:NilClass,Maryjo,Gosselin,mgosselin82@canalblog.com,25,F,Tampa,FL,United States,Golden State Warriors,Myles Turner,Los Angeles Sparks,jerseys,Dollar,5,2,5.0,73,65,0.42
error: undefined method `first' for nil:NilClass,Allys,Furnell,afurnell83@rediff.com,22,F,Knoxville,TN,United States,Philadelphia 76ers,D'Angelo Russell,Seattle Storm,jerseys,Dollar,5,8,9.5,54,80,0.64
error: undefined method `first' for nil:NilClass,Sherie,Le Sieur,slesieur84@unc.edu,63,F,Charleston,WV,United States,Golden State Warriors,John Collins,Seattle Storm,blankets,Dollar,2,1,5.9,38,62,0.41
error: undefined method `first' for nil:NilClass,Booth,Bosenworth,bbosenworth85@va.gov,18,M,Everett,WA,United States,Dallas Mavericks,James Harden,,phone cases,Dollar,5,7,10.1,58,50,0.6
error: undefined method `first' for nil:NilClass,Raddie,Alexsandrov,ralexsandrov86@aol.com,52,M,Hartford,CT,United States,Chicago Bulls,Rudy Gobert,Seattle Storm,jerseys,Dollar,5,2,10.4,44,58,0.78
error: undefined method `first' for nil:NilClass,Johnathan,Slark,jslark87@goo.ne.jp,66,M,Philadelphia,PA,United States,Philadelphia 76ers,Jayson Tatum,,backpacks,Dollar,5,2,10.2,44,72,0.35
error: undefined method `first' for nil:NilClass,Arty,Firebrace,afirebrace88@oakley.com,68,M,Flint,MI,United States,Philadelphia 76ers,D'Angelo Russell,,hats,Dollar,0,2,5.0,59,43,0.46
error: undefined method `first' for nil:NilClass,Kerby,Alpe,kalpe89@twitter.com,43,M,Beaufort,SC,United States,Dallas Mavericks,Zach LaVine,Phoenix Mercury,jerseys,Dollar,1,2,10.5,31,67,0.78
error: undefined method `first' for nil:NilClass,Cristin,Northing,cnorthing8a@ezinearticles.com,61,F,Minneapolis,MN,United States,Denver Nuggets,Shai Gilgeous-Alexander,Washington Mystics,hats,Dollar,2,2,10.5,88,66,0.57
error: undefined method `first' for nil:NilClass,Keefe,Loveridge,kloveridge8b@ycombinator.com,59,M,Evansville,IN,United States,Chicago Bulls,Shai Gilgeous-Alexander,Seattle Storm,socks,Dollar,6,0,6.0,49,61,0.78
error: undefined method `first' for nil:NilClass,Fidelio,Rays,frays8c@ovh.net,42,M,Houston,TX,United States,Chicago Bulls,Devin Booker,Atlanta Dream,blankets,Dollar,2,6,10.1,79,48,0.79
error: undefined method `first' for nil:NilClass,Birgit,Hargerie,bhargerie8d@theguardian.com,33,F,Fort Wayne,IN,United States,Los Angeles Lakers,Julius Randle,Chicago Sky,water bottles,Dollar,6,2,6.5,77,55,0.37
error: undefined method `first' for nil:NilClass,Lemuel,Robertsson,lrobertsson8e@google.es,53,M,Detroit,MI,United States,Philadelphia 76ers,Kyle Lowry,Seattle Storm,jerseys,Dollar,3,6,6.1,63,56,0.44
error: undefined method `first' for nil:NilClass,Antone,Pentercost,apentercost8f@jiathis.com,32,M,Miami,FL,United States,Philadelphia 76ers,Deandre Ayton,New York Liberty,keychains,Dollar,4,0,7.8,53,47,0.34
error: undefined method `first' for nil:NilClass,Dorothee,Godman,dgodman8g@sciencedirect.com,43,F,Columbia,SC,United States,Chicago Bulls,Jimmy Butler,Las Vegas Aces,phone cases,Dollar,3,4,9.2,47,50,0.72
error: undefined method `first' for nil:NilClass,Claybourne,Dennison,cdennison8h@tamu.edu,61,M,Tyler,TX,United States,Toronto Raptors,Stephen Curry,,sweatshirts,Dollar,6,7,10.1,64,70,0.48
error: undefined method `first' for nil:NilClass,Tirrell,Normandale,tnormandale8i@sciencedaily.com,68,M,Minneapolis,MN,United States,Los Angeles Lakers,Jamal Murray,Phoenix Mercury,keychains,Dollar,4,3,6.8,57,52,0.62
error: undefined method `first' for nil:NilClass,Armin,Flowitt,aflowitt8j@ucoz.com,77,M,Sacramento,CA,United States,Toronto Raptors,Luka Doncic,Minnesota Lynx,socks,Dollar,6,4,6.8,89,51,0.81
error: undefined method `first' for nil:NilClass,Kitti,Collumbell,kcollumbell8k@studiopress.com,54,F,Louisville,KY,United States,Philadelphia 76ers,Giannis Antetokounmpo,Las Vegas Aces,blankets,Dollar,0,1,11.3,75,80,0.7
error: undefined method `first' for nil:NilClass,Roselle,Buye,rbuye8l@senate.gov,74,F,Louisville,KY,United States,Denver Nuggets,Trae Young,Chicago Sky,keychains,Dollar,4,0,10.4,31,77,0.49
error: undefined method `first' for nil:NilClass,Gerek,Carlile,gcarlile8m@shop-pro.jp,21,M,Abilene,TX,United States,Philadelphia 76ers,Russell Westbrook,Seattle Storm,posters,Dollar,3,0,6.9,34,41,0.78
error: undefined method `first' for nil:NilClass,Benita,Pedwell,bpedwell8n@ihg.com,22,F,Norfolk,VA,United States,Golden State Warriors,Giannis Antetokounmpo,,sweatshirts,Dollar,6,2,7.7,66,76,0.39
error: undefined method `first' for nil:NilClass,Manolo,Eyrl,meyrl8o@hugedomains.com,39,M,Virginia Beach,VA,United States,Los Angeles Lakers,John Collins,,socks,Dollar,5,3,10.1,31,48,0.69
error: undefined method `first' for nil:NilClass,Bastian,Maudson,bmaudson8p@edublogs.org,73,M,Honolulu,HI,United States,Boston Celtics,Kristaps Porzingis,Minnesota Lynx,blankets,Dollar,1,0,11.2,42,75,0.32
error: undefined method `first' for nil:NilClass,Gerrie,Stainton,gstainton8q@sogou.com,67,M,Clearwater,FL,United States,Houston Rockets,Jaylen Brown,Atlanta Dream,blankets,Dollar,2,8,9.0,77,60,0.47
error: undefined method `first' for nil:NilClass,Nikkie,Spancock,nspancock8r@com.com,38,F,Nashville,TN,United States,Los Angeles Lakers,Donovan Mitchell,New York Liberty,hats,Dollar,0,1,7.7,67,70,0.79
error: undefined method `first' for nil:NilClass,Judy,Sealey,jsealey8s@guardian.co.uk,66,F,Wilkes Barre,PA,United States,Toronto Raptors,Nikola Jokic,,sweatshirts,Dollar,0,6,6.1,50,51,0.76
error: undefined method `first' for nil:NilClass,Barton,Tute,btute8t@shinystat.com,64,M,Austin,TX,United States,Golden State Warriors,Anthony Davis,,posters,Dollar,4,4,9.9,65,64,0.41
error: undefined method `first' for nil:NilClass,Kinna,Cottle,kcottle8u@com.com,56,F,Waco,TX,United States,Los Angeles Lakers,Zion Williamson,Minnesota Lynx,posters,Dollar,2,8,7.5,84,50,0.74
error: undefined method `first' for nil:NilClass,Jerrie,Gainsborough,jgainsborough8v@abc.net.au,37,F,Hamilton,OH,United States,Los Angeles Lakers,Jimmy Butler,Las Vegas Aces,backpacks,Dollar,1,4,6.9,66,41,0.71
error: undefined method `first' for nil:NilClass,Isabella,Hubbock,ihubbock8w@oracle.com,49,F,Austin,TX,United States,Dallas Mavericks,Giannis Antetokounmpo,Dallas Wings,posters,Dollar,4,4,10.0,41,45,0.34
error: undefined method `first' for nil:NilClass,Jeri,Vasile,jvasile8x@issuu.com,21,F,Las Vegas,NV,United States,Denver Nuggets,Shai Gilgeous-Alexander,,jerseys,Dollar,4,2,11.8,39,74,0.48
error: undefined method `first' for nil:NilClass,Laney,Sparks,lsparks8y@cornell.edu,42,F,Ventura,CA,United States,Golden State Warriors,Devin Booker,,sweatshirts,Dollar,2,2,7.1,47,49,0.54
error: undefined method `first' for nil:NilClass,Beau,Barnaby,bbarnaby8z@globo.com,69,M,Bradenton,FL,United States,Golden State Warriors,Damian Lillard,,socks,Dollar,2,7,5.8,68,68,0.43
error: undefined method `first' for nil:NilClass,Chrissie,Waddicor,cwaddicor90@cdbaby.com,60,M,Peoria,IL,United States,Philadelphia 76ers,De'Aaron Fox,Minnesota Lynx,backpacks,Dollar,0,0,4.0,31,51,0.51
error: undefined method `first' for nil:NilClass,Marve,Summerlee,msummerlee91@meetup.com,31,M,Birmingham,AL,United States,Los Angeles Lakers,Ja Morant,Seattle Storm,keychains,Dollar,3,3,4.2,80,59,0.74
error: undefined method `first' for nil:NilClass,Ginger,Nyssens,gnyssens92@bbc.co.uk,33,M,Birmingham,AL,United States,Miami Heat,Klay Thompson,Phoenix Mercury,keychains,Dollar,5,6,8.7,60,41,0.7
error: undefined method `first' for nil:NilClass,Nolly,Ayers,nayers93@china.com.cn,63,M,Brockton,MA,United States,Golden State Warriors,John Collins,,hats,Dollar,2,5,5.0,50,44,0.68
error: undefined method `first' for nil:NilClass,Verge,Germaine,vgermaine94@arstechnica.com,39,M,Huntsville,TX,United States,Miami Heat,Karl-Anthony Towns,Washington Mystics,socks,Dollar,1,4,8.6,83,44,0.32
error: undefined method `first' for nil:NilClass,Kennith,Balassa,kbalassa95@multiply.com,48,M,Amarillo,TX,United States,Dallas Mavericks,Luka Doncic,New York Liberty,socks,Dollar,4,8,5.0,74,55,0.75
error: undefined method `first' for nil:NilClass,Shamus,Dablin,sdablin96@desdev.cn,41,M,Las Vegas,NV,United States,Boston Celtics,Kyrie Irving,Los Angeles Sparks,sweatshirts,Dollar,1,1,5.3,48,80,0.39
error: undefined method `first' for nil:NilClass,Nerty,Scottesmoor,nscottesmoor97@ameblo.jp,61,F,Lincoln,NE,United States,Denver Nuggets,Nikola Jokic,Phoenix Mercury,phone cases,Dollar,6,2,8.5,51,53,0.63
error: undefined method `first' for nil:NilClass,Clarine,Cummine,ccummine98@usgs.gov,65,F,Birmingham,AL,United States,Miami Heat,Kawhi Leonard,,jerseys,Dollar,4,5,10.8,71,66,0.4
error: undefined method `first' for nil:NilClass,Cynthea,Ughi,cughi99@ucla.edu,80,F,Kansas City,MO,United States,Philadelphia 76ers,James Harden,Minnesota Lynx,posters,Dollar,1,2,11.6,43,63,0.35
error: undefined method `first' for nil:NilClass,Oates,Hebdon,ohebdon9a@jiathis.com,28,M,Long Beach,CA,United States,Dallas Mavericks,Joel Embiid,Seattle Storm,phone cases,Dollar,0,4,7.6,70,64,0.69
error: undefined method `first' for nil:NilClass,Letty,Tunnick,ltunnick9b@tuttocitta.it,80,F,Saint Paul,MN,United States,Los Angeles Lakers,Bam Adebayo,,posters,Dollar,1,5,11.8,78,61,0.43
error: undefined method `first' for nil:NilClass,Perri,Forestel,pforestel9c@sphinn.com,49,F,Ridgely,MD,United States,Houston Rockets,Bam Adebayo,Las Vegas Aces,sweatshirts,Dollar,0,1,7.2,53,63,0.56
error: undefined method `first' for nil:NilClass,Waly,Yurevich,wyurevich9d@zimbio.com,56,F,Rochester,NY,United States,Toronto Raptors,Chris Paul,Phoenix Mercury,sweatshirts,Dollar,6,5,11.6,72,65,0.77
error: undefined method `first' for nil:NilClass,Padriac,Collum,pcollum9e@usa.gov,30,M,Tacoma,WA,United States,Boston Celtics,Russell Westbrook,Phoenix Mercury,keychains,Dollar,4,4,7.8,81,50,0.51
error: undefined method `first' for nil:NilClass,Vita,Mansford,vmansford9f@eepurl.com,68,F,Salem,OR,United States,Miami Heat,Kyrie Irving,Atlanta Dream,hats,Dollar,5,3,7.4,51,77,0.57
error: undefined method `first' for nil:NilClass,Yolande,Biernat,ybiernat9g@xinhuanet.com,33,F,Richmond,VA,United States,Chicago Bulls,Jamal Murray,Phoenix Mercury,jerseys,Dollar,0,7,8.4,70,65,0.54
error: undefined method `first' for nil:NilClass,Logan,Strathern,lstrathern9h@mapquest.com,56,M,Birmingham,AL,United States,Los Angeles Lakers,Stephen Curry,,water bottles,Dollar,4,3,11.5,70,48,0.59
error: undefined method `first' for nil:NilClass,Antone,Timlett,atimlett9i@nhs.uk,79,M,Seminole,FL,United States,Los Angeles Lakers,Paul George,,keychains,Dollar,6,0,11.2,54,78,0.48
error: undefined method `first' for nil:NilClass,Duky,Gonzalvo,dgonzalvo9j@unc.edu,36,M,Atlanta,GA,United States,Toronto Raptors,Rudy Gobert,,blankets,Dollar,1,3,9.1,88,73,0.51
error: undefined method `first' for nil:NilClass,Bat,Shannahan,bshannahan9k@hubpages.com,80,M,Houston,TX,United States,Miami Heat,Paul George,Phoenix Mercury,water bottles,Dollar,3,6,5.8,40,72,0.38
error: undefined method `first' for nil:NilClass,Sianna,How to preserve,showtopreserve9l@histats.com,72,F,Washington,DC,United States,Los Angeles Lakers,Brandon Ingram,Chicago Sky,socks,Dollar,5,7,11.1,70,40,0.59
error: undefined method `first' for nil:NilClass,Archaimbaud,Seivwright,aseivwright9m@unc.edu,61,M,Irvine,CA,United States,Chicago Bulls,De'Aaron Fox,Washington Mystics,blankets,Dollar,4,0,11.2,42,60,0.62
error: undefined method `first' for nil:NilClass,Rhona,Lambshine,rlambshine9n@mlb.com,25,F,Muncie,IN,United States,Philadelphia 76ers,Karl-Anthony Towns,Dallas Wings,sweatshirts,Dollar,5,4,4.5,58,74,0.54
error: undefined method `first' for nil:NilClass,Corine,Garralts,cgarralts9o@shinystat.com,20,F,Hattiesburg,MS,United States,Los Angeles Lakers,Damian Lillard,New York Liberty,keychains,Dollar,1,2,8.3,69,54,0.68
error: undefined method `first' for nil:NilClass,Latrina,Domange,ldomange9p@uiuc.edu,69,F,Oakland,CA,United States,Boston Celtics,Zion Williamson,,water bottles,Dollar,0,5,6.7,38,42,0.44
error: undefined method `first' for nil:NilClass,Faulkner,Gobolos,fgobolos9q@theglobeandmail.com,79,M,New York City,NY,United States,Golden State Warriors,Luka Doncic,Dallas Wings,blankets,Dollar,0,2,8.4,41,78,0.65
error: undefined method `first' for nil:NilClass,Solly,Garment,sgarment9r@jugem.jp,23,M,Jackson,MS,United States,Philadelphia 76ers,Kevin Durant,Seattle Storm,backpacks,Dollar,3,1,4.0,54,63,0.57
error: undefined method `first' for nil:NilClass,Vonni,Dawidman,vdawidman9s@unesco.org,37,F,Salt Lake City,UT,United States,Chicago Bulls,Karl-Anthony Towns,Seattle Storm,sweatshirts,Dollar,3,6,11.1,61,52,0.77
error: undefined method `first' for nil:NilClass,Patsy,Dudding,pdudding9t@scientificamerican.com,56,F,Saint Petersburg,FL,United States,Dallas Mavericks,Dejounte Murray,,water bottles,Dollar,1,0,4.9,71,47,0.44
error: undefined method `first' for nil:NilClass,Brandea,Fusco,bfusco9u@domainmarket.com,69,F,Athens,GA,United States,Toronto Raptors,Zach LaVine,,hats,Dollar,3,5,9.0,67,59,0.66
error: undefined method `first' for nil:NilClass,Elsa,Ferdinand,eferdinand9v@independent.co.uk,54,F,Riverside,CA,United States,Philadelphia 76ers,LeBron James,Atlanta Dream,blankets,Dollar,6,4,5.5,30,67,0.36
error: undefined method `first' for nil:NilClass,Linda,Rosone,lrosone9w@telegraph.co.uk,48,F,Shawnee Mission,KS,United States,Golden State Warriors,Devin Booker,Las Vegas Aces,blankets,Dollar,4,4,11.2,33,66,0.31
error: undefined method `first' for nil:NilClass,Cully,McColl,cmccoll9x@usgs.gov,44,M,Houston,TX,United States,Los Angeles Lakers,Klay Thompson,Chicago Sky,jerseys,Dollar,1,1,9.7,39,41,0.71
error: undefined method `first' for nil:NilClass,Pat,Redmain,predmain9y@buzzfeed.com,34,F,Milwaukee,WI,United States,Miami Heat,Kyle Lowry,Phoenix Mercury,water bottles,Dollar,0,0,8.4,48,54,0.44
error: undefined method `first' for nil:NilClass,Bev,Maggs,bmaggs9z@techcrunch.com,71,F,Los Angeles,CA,United States,Los Angeles Lakers,Stephen Curry,Chicago Sky,hats,Dollar,2,2,8.5,34,65,0.75
error: undefined method `first' for nil:NilClass,Bevin,Ratnege,bratnegea0@forbes.com,20,M,Jackson,MS,United States,Philadelphia 76ers,Donovan Mitchell,,blankets,Dollar,1,3,10.5,83,44,0.52
error: undefined method `first' for nil:NilClass,Walsh,Winton,wwintona1@surveymonkey.com,31,M,Memphis,TN,United States,Philadelphia 76ers,Bam Adebayo,Minnesota Lynx,water bottles,Dollar,2,6,6.7,83,66,0.52
error: undefined method `first' for nil:NilClass,Maggee,Parham,mparhama2@google.com.hk,45,F,Louisville,KY,United States,Los Angeles Lakers,Brandon Ingram,New York Liberty,posters,Dollar,4,8,4.3,79,69,0.72
error: undefined method `first' for nil:NilClass,Reinhold,Dann,rdanna3@google.co.uk,80,M,Anchorage,AK,United States,Boston Celtics,Shai Gilgeous-Alexander,Phoenix Mercury,socks,Dollar,0,4,10.7,87,44,0.46
error: undefined method `first' for nil:NilClass,Duky,Fitkin,dfitkina4@theglobeandmail.com,22,M,New York City,NY,United States,Dallas Mavericks,Ben Simmons,Los Angeles Sparks,keychains,Dollar,6,7,4.8,45,45,0.49
error: undefined method `first' for nil:NilClass,Solomon,Strute,sstrutea5@census.gov,65,M,Dayton,OH,United States,Los Angeles Lakers,Jayson Tatum,,blankets,Dollar,1,4,6.3,43,67,0.38
error: undefined method `first' for nil:NilClass,Candra,Glantz,cglantza6@nasa.gov,38,F,Harrisburg,PA,United States,Philadelphia 76ers,Jimmy Butler,Seattle Storm,socks,Dollar,4,0,11.6,83,44,0.55
error: undefined method `first' for nil:NilClass,Abie,Eagell,aeagella7@hostgator.com,71,M,Palmdale,CA,United States,Dallas Mavericks,Damian Lillard,,posters,Dollar,2,8,9.0,66,63,0.58
error: undefined method `first' for nil:NilClass,Gaspar,Sellar,gsellara8@barnesandnoble.com,34,M,New Orleans,LA,United States,Golden State Warriors,Jayson Tatum,,backpacks,Dollar,5,2,9.5,74,59,0.54
